"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2016-06-28T05:22:49Z"
"Version","20160501000000"
"OfferCode","AmazonVPC"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Endpoint Type","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation"
"P28SVQVGC7RN5X2N","JRTCKXETXF","P28SVQVGC7RN5X2N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Germany) data transfer to Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EUC1-APN1-AWS-Out-Bytes",""
"8D8EDKRF5ZVYCNWT","JRTCKXETXF","8D8EDKRF5ZVYCNWT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Inbound","External","Other","US West (N. California)","AWS Region","USW1-DataTransfer-In-Bytes",""
"T8W8KA2YHEVTRH3A","JRTCKXETXF","T8W8KA2YHEVTRH3A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US West (Northern California)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","US West (N. California)","AWS Region","APN1-USW1-AWS-Out-Bytes",""
"QKTPK3975YUWDU3Q","JRTCKXETXF","QKTPK3975YUWDU3Q.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2016-05-01","0","1","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","South America (Sao Paulo)","AWS Region","External","Other","SAE1-DataTransfer-Out-Bytes",""
"QKTPK3975YUWDU3Q","JRTCKXETXF","QKTPK3975YUWDU3Q.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.250 per GB - up to 10 TB / month data transfer out","2016-05-01","1","10240","GB","0.2500000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","South America (Sao Paulo)","AWS Region","External","Other","SAE1-DataTransfer-Out-Bytes",""
"QKTPK3975YUWDU3Q","JRTCKXETXF","QKTPK3975YUWDU3Q.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.230 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.2300000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","South America (Sao Paulo)","AWS Region","External","Other","SAE1-DataTransfer-Out-Bytes",""
"QKTPK3975YUWDU3Q","JRTCKXETXF","QKTPK3975YUWDU3Q.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.210 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.2100000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","South America (Sao Paulo)","AWS Region","External","Other","SAE1-DataTransfer-Out-Bytes",""
"QKTPK3975YUWDU3Q","JRTCKXETXF","QKTPK3975YUWDU3Q.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.190 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.1900000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","South America (Sao Paulo)","AWS Region","External","Other","SAE1-DataTransfer-Out-Bytes",""
"UKCGHRU9DE5AD3UU","JRTCKXETXF","UKCGHRU9DE5AD3UU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Germany) data transfer to South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","South America (Sao Paulo)","AWS Region","EUC1-SAE1-AWS-Out-Bytes",""
"CKNC5S9C94NZBE8X","JRTCKXETXF","CKNC5S9C94NZBE8X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Inbound","External","Other","Asia Pacific (Tokyo)","AWS Region","APN1-DataTransfer-In-Bytes",""
"KKYH8QKF8CSNVQCC","JRTCKXETXF","KKYH8QKF8CSNVQCC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USW2-APN1-AWS-Out-Bytes",""
"RGSK4X9CNURECNZ4","JRTCKXETXF","RGSK4X9CNURECNZ4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.1400000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APS2-APN1-AWS-Out-Bytes",""
"82CSTHKXKMCC6P2G","JRTCKXETXF","82CSTHKXKMCC6P2G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from EU (Ireland)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","EU (Ireland)","AWS Region","APN1-EU-AWS-In-Bytes",""
"HQEH3ZWJVT46JHRG","JRTCKXETXF","HQEH3ZWJVT46JHRG.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2016-05-01","0","1","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes",""
"HQEH3ZWJVT46JHRG","JRTCKXETXF","HQEH3ZWJVT46JHRG.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.090 per GB - up to 10 TB / month data transfer out","2016-05-01","1","10240","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes",""
"HQEH3ZWJVT46JHRG","JRTCKXETXF","HQEH3ZWJVT46JHRG.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.085 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.0850000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes",""
"HQEH3ZWJVT46JHRG","JRTCKXETXF","HQEH3ZWJVT46JHRG.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.070 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.0700000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes",""
"HQEH3ZWJVT46JHRG","JRTCKXETXF","HQEH3ZWJVT46JHRG.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.050 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.0500000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes",""
"AXX2SJ548M3K2464","JRTCKXETXF","AXX2SJ548M3K2464.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","South America (Sao Paulo)","AWS Region","USW2-SAE1-AWS-Out-Bytes",""
"J4E7XQ6B7GB5WTJ8","JRTCKXETXF","J4E7XQ6B7GB5WTJ8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.1600000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","Asia Pacific (Mumbai)","AWS Region","SAE1-APS3-AWS-Out-Bytes",""
"JYNB73DBWCEJ4U24","JRTCKXETXF","JYNB73DBWCEJ4U24.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to EU (Ireland)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","EU (Ireland)","AWS Region","USW2-EU-AWS-Out-Bytes",""
"97MU6HHFJ8XSJCZT","JRTCKXETXF","97MU6HHFJ8XSJCZT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from EU (Germany)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","EU (Frankfurt)","AWS Region","APS1-EUC1-AWS-In-Bytes",""
"X46PNDGHJV5Y293Q","JRTCKXETXF","X46PNDGHJV5Y293Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from US West (Northern California)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","US West (N. California)","AWS Region","UGW1-USW1-AWS-In-Bytes",""
"3XN365EHF7K5ZGMR","JRTCKXETXF","3XN365EHF7K5ZGMR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to US West (Oregon)","2016-05-01","0","Inf","GB","0.1600000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","US West (Oregon)","AWS Region","SAE1-USW2-AWS-Out-Bytes",""
"NNBJZQTQRRRNR4SU","JRTCKXETXF","NNBJZQTQRRRNR4SU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","Asia Pacific (Singapore)","AWS Region","UGW1-APS1-AWS-In-Bytes",""
"BHM7BATGW8NG4NZ4","JRTCKXETXF","BHM7BATGW8NG4NZ4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USE1-APS3-AWS-Out-Bytes",""
"C2M8SN8R6HDWFCJB","JRTCKXETXF","C2M8SN8R6HDWFCJB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.080 per GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0800000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Singapore)","AWS Region","APN2-APS1-AWS-Out-Bytes",""
"GYF3TH6Q9N8VKSDY","JRTCKXETXF","GYF3TH6Q9N8VKSDY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from US West (Oregon)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","US West (Oregon)","AWS Region","USW1-USW2-AWS-In-Bytes",""
"95VZNVNT4UMDUCN4","JRTCKXETXF","95VZNVNT4UMDUCN4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05 per VPN Connection-Hour","2016-05-01","0","Inf","Hrs","0.0500000000","USD","Cloud Connectivity","AmazonVPC","Asia Pacific (Mumbai)","AWS Region","IPsec",,,,,,"APS3-VPN-Usage-Hours:ipsec.1","CreateVpnConnection"
"YY5A8J9AEDWDX8KU","JRTCKXETXF","YY5A8J9AEDWDX8KU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","AWS GovCloud (US)","AWS Region","APS3-UGW1-AWS-In-Bytes",""
"2ZA2F7E78DT4SUGF","JRTCKXETXF","2ZA2F7E78DT4SUGF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Seoul) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","AWS GovCloud (US)","AWS Region","APN2-UGW1-AWS-In-Bytes",""
"R24JA2VUM48WEDD5","JRTCKXETXF","R24JA2VUM48WEDD5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to EU (Germany)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","EU (Frankfurt)","AWS Region","APS1-EUC1-AWS-Out-Bytes",""
"SYJRAFHKRRHH7M38","JRTCKXETXF","SYJRAFHKRRHH7M38.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.048 per VPN Connection-Hour","2016-05-01","0","Inf","Hrs","0.0480000000","USD","Cloud Connectivity","AmazonVPC","Asia Pacific (Tokyo)","AWS Region","IPsec",,,,,,"APN1-VPN-Usage-Hours:ipsec.1","CreateVpnConnection"
"XTR3R44KT7A6ZBNE","JRTCKXETXF","XTR3R44KT7A6ZBNE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Seoul) data transfer from Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Sydney)","AWS Region","APN2-APS2-AWS-In-Bytes",""
"XSCSZS8YJEU2XGCB","JRTCKXETXF","XSCSZS8YJEU2XGCB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APS2-APS3-AWS-In-Bytes",""
"ZACFFWPPC668YV8A","JRTCKXETXF","ZACFFWPPC668YV8A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","US East (N. Virginia)","AWS Region","APS2-USE1-AWS-In-Bytes",""
"TYZADFBQUJ5K2FN7","JRTCKXETXF","TYZADFBQUJ5K2FN7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","US East (N. Virginia)","AWS Region","APS1-USE1-AWS-Out-Bytes",""
"9AFX8EFNRVRXD3PH","JRTCKXETXF","9AFX8EFNRVRXD3PH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Seoul)","AWS Region","APS1-APN2-AWS-In-Bytes",""
"S3AGRV6NJZ5WJWP7","JRTCKXETXF","S3AGRV6NJZ5WJWP7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Germany) data transfer to Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","Asia Pacific (Seoul)","AWS Region","EUC1-APN2-AWS-Out-Bytes",""
"C378E256SNKERC5B","JRTCKXETXF","C378E256SNKERC5B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) data transfer from EU (Germany)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","EU (Frankfurt)","AWS Region","APS3-EUC1-AWS-In-Bytes",""
"CAFAEU29FMFH7QE9","JRTCKXETXF","CAFAEU29FMFH7QE9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US West (Oregon)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","US West (Oregon)","AWS Region","APN1-USW2-AWS-In-Bytes",""
"36GASU2D4NPTG4JC","JRTCKXETXF","36GASU2D4NPTG4JC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Ireland)","AWS Region","Asia Pacific (Sydney)","AWS Region","EU-APS2-AWS-In-Bytes",""
"3PKNXEY73FNK564D","JRTCKXETXF","3PKNXEY73FNK564D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Singapore)","AWS Region","APN1-APS1-AWS-In-Bytes",""
"BJKH3VYGVEEXSNAH","JRTCKXETXF","BJKH3VYGVEEXSNAH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USE1-APN1-AWS-In-Bytes",""
"FUDV6EERMYBFBG7H","JRTCKXETXF","FUDV6EERMYBFBG7H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from EU (Ireland)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","EU (Ireland)","AWS Region","EUC1-EU-AWS-In-Bytes",""
"Q2MP8J3DYTZ3QPQB","JRTCKXETXF","Q2MP8J3DYTZ3QPQB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Seoul)","AWS Region","APN1-APN2-AWS-Out-Bytes",""
"PHX7NC6PRR58K6AS","JRTCKXETXF","PHX7NC6PRR58K6AS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) data transfer from EU (Ireland)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","EU (Ireland)","AWS Region","APS3-EU-AWS-In-Bytes",""
"RAZEZ59KYWMED5D6","JRTCKXETXF","RAZEZ59KYWMED5D6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","AWS GovCloud (US)","AWS Region","APN1-UGW1-AWS-Out-Bytes",""
"WAY4K9ZJ8C8754RU","JRTCKXETXF","WAY4K9ZJ8C8754RU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US West (Oregon)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","US West (Oregon)","AWS Region","APN1-USW2-AWS-Out-Bytes",""
"33Y5KYZ4JQEF6J66","JRTCKXETXF","33Y5KYZ4JQEF6J66.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from US West (Oregon)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","US West (Oregon)","AWS Region","USE1-USW2-AWS-In-Bytes",""
"XGXYRYWGNXSSEUVT","JRTCKXETXF","XGXYRYWGNXSSEUVT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to US West (Oregon)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","US West (Oregon)","AWS Region","USE1-USW2-AWS-Out-Bytes",""
"2DM84SHX9TG8MVBG","JRTCKXETXF","2DM84SHX9TG8MVBG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","South America (Sao Paulo)","AWS Region","USW1-SAE1-AWS-In-Bytes",""
"9DEJHBACUYEYMVN8","JRTCKXETXF","9DEJHBACUYEYMVN8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (Oregon)","AWS Region","Asia Pacific (Singapore)","AWS Region","USW2-APS1-AWS-In-Bytes",""
"792F79X9HYAFYEKX","JRTCKXETXF","792F79X9HYAFYEKX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from US West (Oregon)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","US West (Oregon)","AWS Region","APS2-USW2-AWS-In-Bytes",""
"8SG7FNZB48TSNU47","JRTCKXETXF","8SG7FNZB48TSNU47.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","Asia Pacific (Tokyo)","AWS Region","UGW1-APN1-AWS-Out-Bytes",""
"FAJN8MSJS6UUHTEX","JRTCKXETXF","FAJN8MSJS6UUHTEX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EUC1-APN1-AWS-In-Bytes",""
"4E8HXJWBKP9CWXQV","JRTCKXETXF","4E8HXJWBKP9CWXQV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of US West (Northern California) to CloudFront","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (N. California)","AWS Region","Amazon CloudFront","AWS Edge Location","USW1-CloudFront-Out-Bytes",""
"KYFEEJJ23XYV8A2F","JRTCKXETXF","KYFEEJJ23XYV8A2F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.086 per GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0860000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APS3-APN1-AWS-Out-Bytes",""
"6KXJRSCAT2FECTM9","JRTCKXETXF","6KXJRSCAT2FECTM9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.1600000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","Asia Pacific (Singapore)","AWS Region","SAE1-APS1-AWS-Out-Bytes",""
"P2WHFX538F5EHSEB","JRTCKXETXF","P2WHFX538F5EHSEB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","Asia Pacific (Sydney)","AWS Region","UGW1-APS2-AWS-In-Bytes",""
"YHP7VS8E5V77N6YC","JRTCKXETXF","YHP7VS8E5V77N6YC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Ireland)","AWS Region","AWS GovCloud (US)","AWS Region","EU-UGW1-AWS-In-Bytes",""
"9MCAMSJ9H4MVT4RE","JRTCKXETXF","9MCAMSJ9H4MVT4RE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Ireland)","AWS Region","Asia Pacific (Mumbai)","AWS Region","EU-APS3-AWS-In-Bytes",""
"F7F2HR4SMGWVPDWV","JRTCKXETXF","F7F2HR4SMGWVPDWV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Ireland)","AWS Region","Asia Pacific (Singapore)","AWS Region","EU-APS1-AWS-In-Bytes",""
